Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,54,M,3,Graduate,Married,$40K - $60K,Blue,3,1655.0,0,4621,67
Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Blue,4,2768.0,2228,5112,86
Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,3,2533.0,2076,3816,75
Existing Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,6,25658.0,1721,4498,85
Attrited Customer,55,F,2,College,Divorced,$40K - $60K,Blue,6,4410.0,2517,1883,44
Attrited Customer,49,F,4,Uneducated,Unknown,Less than $40K,Blue,6,3468.0,2517,2494,39
Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,4,1438.3,0,4323,70
Attrited Customer,34,F,3,High School,Unknown,Unknown,Blue,5,1438.3,0,2819,48
Existing Customer,55,F,1,High School,Unknown,Unknown,Blue,3,6968.0,1430,4037,69
Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,3,2441.0,1670,4105,73
Attrited Customer,46,F,4,Post-Graduate,Single,Less than $40K,Blue,3,1836.0,0,1799,28
Existing Customer,50,F,1,Graduate,Married,$40K - $60K,Blue,5,2560.0,1807,4456,70
Existing Customer,43,M,4,College,Married,$80K - $120K,Blue,4,32733.0,1448,3452,54
Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,5,2964.0,2517,2327,38
Existing Customer,44,M,1,Unknown,Unknown,$80K - $120K,Blue,6,8315.0,1008,4088,66
Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,6,2279.0,1789,4091,82
Existing Customer,53,M,4,College,Single,$80K - $120K,Silver,5,34516.0,800,3819,72
Existing Customer,49,M,4,Doctorate,Married,$40K - $60K,Blue,5,1438.3,0,3691,77
Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,6,2020.0,1103,4951,85
Attrited Customer,44,F,2,High School,Unknown,Unknown,Gold,3,34516.0,0,2227,44
Existing Customer,56,F,2,Uneducated,Single,Unknown,Blue,5,5261.0,1966,4448,86
Existing Customer,43,F,3,High School,Married,Unknown,Blue,3,2692.0,2039,4622,73
Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,5,1994.0,0,4434,69
Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,5,3290.0,0,4780,84
Existing Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,4,3035.0,1960,4104,79
Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,4,2407.0,1552,4983,86
Attrited Customer,47,F,3,College,Married,Less than $40K,Blue,6,1781.0,0,2196,35
Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,5,3680.0,0,2725,41
Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,4,2740.0,2425,2431,46
Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,4,4311.0,822,4965,94
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,5,1931.0,1297,4693,66
Existing Customer,59,M,0,Graduate,Single,Less than $40K,Blue,5,3604.0,1483,4576,87
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,6,2190.0,0,4416,68
Existing Customer,56,F,2,Uneducated,Unknown,Less than $40K,Blue,3,8438.0,1825,4798,89
Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,3,3413.0,2372,5029,86
Existing Customer,26,F,0,Graduate,Unknown,Less than $40K,Blue,3,2163.0,1942,4380,57
Existing Customer,42,F,1,Graduate,Single,Less than $40K,Blue,4,3595.0,1904,5025,84
Existing Customer,47,M,1,Graduate,Married,$120K +,Blue,5,9036.0,1080,4500,83
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,5,2315.0,1565,4828,90
Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,4,34516.0,1043,4654,59
Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,6,4008.0,1650,5429,71
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,6,3143.0,2517,5409,79
Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,4,3427.0,0,2625,63
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,6,2699.0,564,4813,78
Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,6,1538.0,0,4884,79
Existing Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,4,5573.0,1238,4348,90
Existing Customer,46,M,3,High School,Unknown,$80K - $120K,Blue,5,2570.0,1764,4442,85
Existing Customer,43,M,2,High School,Unknown,$80K - $120K,Blue,4,18008.0,2517,2659,55
Attrited Customer,52,M,0,High School,Single,$120K +,Blue,5,34516.0,216,2395,47
Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,3,13483.0,2517,3427,72
Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,4,4349.0,1400,4694,84
Existing Customer,42,M,3,College,Single,$60K - $80K,Blue,4,11698.0,1060,3539,81
Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,4,8318.0,2517,2427,52
Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,5,1438.3,0,3942,78
Attrited Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,1,1643.0,526,2520,38
Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,5,1503.0,929,4680,67
Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,3,2793.0,1517,3485,72
Existing Customer,45,F,4,College,Divorced,$40K - $60K,Blue,5,1438.3,0,4459,66
Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,5,9094.0,0,4203,76
Existing Customer,50,M,3,Graduate,Divorced,$60K - $80K,Blue,5,6362.0,1709,4476,85
Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,6,2394.0,1427,4611,82
Existing Customer,45,M,4,Unknown,Single,$60K - $80K,Blue,5,15100.0,2004,4135,76
Attrited Customer,53,F,2,Graduate,Married,Less than $40K,Blue,3,2927.0,2517,2231,60
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,4,9030.0,2369,4899,84
Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,6,1543.0,1041,4312,84
Existing Customer,53,F,1,College,Married,Unknown,Blue,3,4941.0,1867,5104,87
Existing Customer,33,F,1,High School,Married,Unknown,Blue,3,2279.0,1432,4169,74
Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,5,1877.0,1203,2581,57
Existing Customer,52,M,2,Uneducated,Divorced,$40K - $60K,Blue,5,1438.3,0,3763,74
Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,4,1438.3,0,4397,73
Existing Customer,41,M,3,High School,Married,$60K - $80K,Blue,5,9577.0,632,4086,62
Existing Customer,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,6,5427.0,2177,4328,73
Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,5,5913.0,1651,2404,39
Attrited Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,3,2867.0,0,2646,41
Existing Customer,40,F,1,High School,Single,Less than $40K,Blue,3,2506.0,1362,4665,82
Existing Customer,39,F,2,Doctorate,Married,$40K - $60K,Blue,5,1693.0,1101,4203,87
Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,4,3137.0,959,2925,41
Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,6,2437.0,0,2027,42
Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,6,1438.3,977,4840,85
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,5,3913.0,0,5170,93
Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,6,4953.0,991,4183,67
Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,4,5724.0,582,4510,59
Existing Customer,37,M,3,Uneducated,Married,$40K - $60K,Blue,5,1438.3,0,5046,77
Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,3,1886.0,1023,4233,81
Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,6,1451.0,599,2192,35
Existing Customer,47,F,1,High School,Married,Unknown,Blue,3,2950.0,1642,4740,83
Attrited Customer,42,F,0,College,Single,$40K - $60K,Blue,5,1438.3,1223,2181,43
Existing Customer,36,F,2,Graduate,Unknown,$40K - $60K,Blue,6,2024.0,901,4861,84
Attrited Customer,33,F,0,College,Single,Unknown,Blue,3,2299.0,0,2323,47
Existing Customer,47,M,1,High School,Married,$40K - $60K,Blue,5,3291.0,1197,3228,82
Attrited Customer,41,F,2,Unknown,Single,Less than $40K,Blue,3,1438.3,834,1890,43
Existing Customer,41,F,5,High School,Divorced,Less than $40K,Blue,3,2137.0,996,4290,90
Attrited Customer,60,F,2,High School,Married,Less than $40K,Blue,3,1438.3,0,1628,42
Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,5,16794.0,1527,4040,76
Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,3,12219.0,1462,3843,69
Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,4,1804.0,1298,4542,73
Existing Customer,60,F,2,Unknown,Married,Less than $40K,Blue,6,2343.0,2066,4858,69
Existing Customer,44,M,3,Post-Graduate,Single,$80K - $120K,Blue,5,19724.0,0,3830,82
Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,6,3949.0,1463,4124,57
Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,1,1682.0,0,1811,39
Attrited Customer,54,F,1,Post-Graduate,Single,Less than $40K,Blue,4,1724.0,0,2725,47
Existing Customer,50,F,3,Doctorate,Married,Less than $40K,Blue,3,2372.0,1148,4418,80
Existing Customer,40,M,3,Uneducated,Married,$120K +,Blue,3,4642.0,1676,5080,76
Existing Customer,49,F,4,College,Single,$40K - $60K,Blue,5,2765.0,1211,4629,58
Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,5,2555.0,1815,4552,75
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,3,3150.0,0,3477,78
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,6,2570.0,2107,4058,83
Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,4,4386.0,2505,4064,65
Existing Customer,42,M,4,Uneducated,Married,Less than $40K,Blue,4,2411.0,1797,4331,63
Attrited Customer,47,M,3,Graduate,Divorced,Less than $40K,Blue,4,6397.0,0,2511,56
Attrited Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,4,23958.0,2517,2777,45
Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,5,2608.0,2455,4776,85
Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,3,4409.0,1753,4292,76
Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,3,10033.0,0,4106,78
Attrited Customer,48,M,2,High School,Single,$60K - $80K,Blue,4,1641.0,0,2536,45
Existing Customer,57,F,2,High School,Single,Less than $40K,Blue,4,2454.0,1610,4983,79
Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,5,1978.0,0,4870,83
Existing Customer,46,M,2,Post-Graduate,Married,$60K - $80K,Blue,3,5464.0,887,4866,81
Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,3,5951.0,0,4160,84
Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,6,2381.0,1603,4013,79
Existing Customer,48,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,3,11596.0,1258,4686,67
Existing Customer,55,F,3,Post-Graduate,Single,$40K - $60K,Blue,4,5162.0,984,3562,72
Existing Customer,63,F,1,Uneducated,Single,Unknown,Blue,4,16312.0,520,4366,68
Attrited Customer,44,M,3,High School,Single,$60K - $80K,Silver,5,25276.0,0,2282,38
Existing Customer,38,F,3,High School,Single,Less than $40K,Blue,3,1939.0,1484,4790,77
Existing Customer,45,F,2,Doctorate,Divorced,$40K - $60K,Blue,5,2788.0,1826,4437,67
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,4,1438.3,1108,4776,90
Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,6,2448.0,1969,5066,84
Existing Customer,52,F,1,College,Married,Unknown,Blue,5,10317.0,642,3939,60
Attrited Customer,38,F,1,College,Single,Less than $40K,Blue,6,3119.0,2517,2492,50
Attrited Customer,42,F,4,Graduate,Single,Less than $40K,Blue,6,2803.0,0,2216,40
Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,3,2397.0,2151,4140,68
Attrited Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,3,1693.0,1457,2829,42
Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,4,2866.0,1882,4850,84
Existing Customer,52,F,3,Uneducated,Unknown,$40K - $60K,Blue,5,2498.0,1650,4434,79
Existing Customer,42,F,4,College,Divorced,Less than $40K,Blue,6,1878.0,1024,4707,74
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,6,2712.0,2487,4159,69
Attrited Customer,52,M,2,High School,Single,$120K +,Blue,6,34516.0,0,2213,47
Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,6,6169.0,2517,4794,71
Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,4,6205.0,2264,4605,88
Existing Customer,43,F,2,Unknown,Unknown,Less than $40K,Blue,4,1780.0,1541,5008,93
Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,5,1438.3,0,4490,65
Attrited Customer,41,F,2,High School,Married,Less than $40K,Blue,3,2811.0,2404,2245,41
Attrited Customer,59,F,1,Unknown,Single,Less than $40K,Blue,5,7501.0,2517,2280,49
Existing Customer,62,M,1,Graduate,Unknown,Less than $40K,Blue,6,2856.0,2517,4473,67
Existing Customer,37,M,3,Unknown,Single,$80K - $120K,Blue,4,29898.0,1414,3883,68
Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,4,1939.0,685,4327,84
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,6,2965.0,1819,4475,66
Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,6,2812.0,2029,4763,74
Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,3,10031.0,0,1792,29
Existing Customer,62,M,0,Graduate,Divorced,$40K - $60K,Blue,6,4049.0,0,4003,73
Attrited Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,3,2669.0,0,2271,31
Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,6,1951.0,0,2697,45
Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,3,1528.0,0,4411,77
Attrited Customer,48,F,2,High School,Married,Less than $40K,Blue,6,1438.3,455,2090,50
Attrited Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,4,3143.0,0,2297,37
Existing Customer,46,F,5,High School,Unknown,Less than $40K,Blue,4,1438.3,725,3916,79
Existing Customer,43,M,2,Unknown,Single,$40K - $60K,Blue,4,8406.0,0,3820,75
Existing Customer,50,F,0,High School,Unknown,Less than $40K,Blue,3,2242.0,888,4708,81
Attrited Customer,44,M,5,Graduate,Divorced,$60K - $80K,Blue,3,6538.0,0,2132,33
Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,3,4710.0,1604,4663,78
Existing Customer,50,M,1,Graduate,Single,$120K +,Blue,4,13032.0,1701,4348,77
Existing Customer,45,F,4,High School,Married,Less than $40K,Blue,5,2225.0,0,4138,85
Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,6,3143.0,2268,4417,84
Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,6,5013.0,0,5223,84
Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,6,3466.0,973,4073,69
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,5,1686.0,1206,4891,68
Attrited Customer,44,F,3,Unknown,Divorced,$40K - $60K,Blue,2,1689.0,0,1588,37
Existing Customer,47,M,1,Graduate,Married,$40K - $60K,Blue,3,1626.0,0,4847,78
Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,3,1614.0,0,1690,38
Existing Customer,41,F,3,Uneducated,Single,Unknown,Blue,6,2429.0,1966,4775,84
Existing Customer,35,F,2,Unknown,Married,$40K - $60K,Blue,4,1438.3,834,4551,82
Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,5,17523.0,0,1974,54
Existing Customer,54,F,2,College,Married,Less than $40K,Blue,3,2573.0,1760,4404,93
Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,3,2900.0,2122,4656,59
Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,4,2352.0,2176,5209,93
Existing Customer,58,F,2,College,Single,Less than $40K,Blue,6,2212.0,1902,4976,79
Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,4,9642.0,1431,2172,33
Existing Customer,56,M,1,High School,Married,$120K +,Blue,4,9257.0,0,4212,72
Attrited Customer,46,F,2,Unknown,Single,Less than $40K,Blue,6,1731.0,0,2304,46
Existing Customer,61,M,1,Graduate,Unknown,$60K - $80K,Blue,6,16929.0,1838,4799,79
Existing Customer,50,M,2,College,Married,$80K - $120K,Blue,6,3606.0,1862,3568,92
Existing Customer,44,M,4,Uneducated,Single,$40K - $60K,Blue,4,1714.0,0,4180,71
Existing Customer,46,M,3,Uneducated,Married,$80K - $120K,Blue,3,23512.0,1562,3764,60
Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,3,1855.0,0,2544,27
Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,4,1605.0,890,2722,45
Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,3,2302.0,1593,2689,49
Existing Customer,42,M,3,Uneducated,Married,$60K - $80K,Blue,6,13546.0,1720,3943,73
Attrited Customer,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,5,2440.0,503,2334,51
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,5,2669.0,2397,3847,65
Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,4,2402.0,628,1930,48
Attrited Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,5,3001.0,0,2577,39
Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,6,2552.0,2220,4437,61
Existing Customer,41,F,3,Unknown,Married,Less than $40K,Blue,3,2679.0,2214,4682,81
Existing Customer,45,F,4,High School,Single,Less than $40K,Blue,3,1502.0,0,4890,61
Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Blue,4,1438.3,0,4518,81
Existing Customer,46,F,4,Unknown,Married,Less than $40K,Blue,5,3331.0,1307,3946,69
Existing Customer,32,F,1,Unknown,Divorced,Less than $40K,Blue,3,1438.3,0,4593,79
Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,3,2426.0,1589,5175,82
Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,3,2791.0,2396,2658,43
Existing Customer,49,M,2,Unknown,Unknown,$80K - $120K,Blue,5,18379.0,999,4122,70
Existing Customer,46,M,2,Doctorate,Married,$120K +,Blue,6,3499.0,1759,3972,67
Existing Customer,60,F,0,College,Single,Less than $40K,Blue,5,1438.3,0,4104,83
Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,6,18295.0,0,4827,70
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,4,1568.0,995,4531,76
Existing Customer,57,F,2,Post-Graduate,Married,Less than $40K,Blue,3,2712.0,1445,4520,79
Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,5,34516.0,2517,2260,50
Existing Customer,55,F,5,High School,Single,Less than $40K,Blue,6,2177.0,1472,5228,77
Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,3,2296.0,0,5108,87
Existing Customer,43,F,3,Post-Graduate,Married,Less than $40K,Blue,5,2435.0,1595,5268,88
Attrited Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,5,1495.0,691,2552,42
Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,3,9220.0,0,2276,32
Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,3,23128.0,1958,2050,35
Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,3,4254.0,1204,5385,93
Attrited Customer,47,F,3,Unknown,Single,$40K - $60K,Blue,1,14897.0,0,2164,53
Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,3,3554.0,0,4121,82
Existing Customer,34,F,2,High School,Married,Less than $40K,Blue,6,1798.0,833,4551,84
Existing Customer,44,F,2,College,Single,Less than $40K,Blue,3,2429.0,1687,4122,74
Existing Customer,46,F,4,Graduate,Divorced,$40K - $60K,Blue,3,2477.0,1480,5138,77
Existing Customer,36,F,2,Uneducated,Divorced,Unknown,Blue,3,14304.0,699,4746,73
Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,5,1536.0,801,3904,74
Existing Customer,39,F,3,High School,Unknown,Unknown,Blue,4,15370.0,686,4106,71
Existing Customer,45,M,4,Unknown,Unknown,$40K - $60K,Gold,5,23981.0,1684,4141,73
Existing Customer,42,M,3,Unknown,Single,$60K - $80K,Blue,5,6318.0,1397,4166,86
Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,5,3558.0,816,4878,71
Attrited Customer,56,F,4,Graduate,Unknown,Less than $40K,Blue,5,1677.0,0,2477,45
Existing Customer,53,F,4,Unknown,Married,Less than $40K,Blue,3,2734.0,2085,4064,66
Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,5,2396.0,1663,4569,70
Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,5,9852.0,2277,3813,71
Existing Customer,49,M,4,High School,Single,$60K - $80K,Blue,5,1579.0,900,4354,70
Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,3,1900.0,0,2298,45
Existing Customer,42,F,2,College,Married,$40K - $60K,Blue,6,1820.0,0,4592,67
Existing Customer,58,F,1,Uneducated,Unknown,$40K - $60K,Blue,5,2406.0,0,4450,73
Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,5,4541.0,1037,2829,44
Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,6,3124.0,2517,4716,68
Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,6,2240.0,1664,4399,80
Existing Customer,43,F,4,Uneducated,Married,$40K - $60K,Blue,4,1773.0,882,5400,84
Existing Customer,27,F,0,Graduate,Married,Less than $40K,Blue,3,1674.0,752,4513,57
Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,4,3257.0,0,4042,85
Existing Customer,48,F,3,High School,Married,Unknown,Silver,4,32611.0,1718,3916,61
Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,5,3027.0,1671,3912,77
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,4,4210.0,0,4175,58
Existing Customer,46,M,3,Graduate,Divorced,$40K - $60K,Blue,5,10931.0,2297,4802,73
Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,5,34516.0,0,4131,66
Existing Customer,51,F,0,Doctorate,Single,$40K - $60K,Blue,3,2637.0,1009,4525,83
Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,4,2899.0,1952,4906,94
Existing Customer,40,M,2,Unknown,Divorced,$120K +,Blue,3,1438.3,0,4776,82
Existing Customer,65,M,0,Doctorate,Divorced,Less than $40K,Blue,6,1573.0,653,3349,77
Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,4,6184.0,0,1756,49
Existing Customer,51,M,0,College,Married,$120K +,Silver,5,34516.0,2332,4587,82
Existing Customer,56,F,3,Uneducated,Married,Unknown,Blue,4,1822.0,1118,4576,78
Existing Customer,41,F,2,Unknown,Single,Less than $40K,Blue,6,2701.0,1839,4406,80
Attrited Customer,47,F,1,High School,Unknown,Less than $40K,Blue,6,3654.0,0,1998,44
Existing Customer,37,M,3,Post-Graduate,Single,$80K - $120K,Blue,6,2626.0,1736,4714,93
Existing Customer,48,F,1,High School,Single,Less than $40K,Blue,4,1438.3,812,3868,80
Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,4,13376.0,1633,4515,63
Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,3,31636.0,2517,4231,68
Existing Customer,36,M,1,Unknown,Married,Less than $40K,Blue,5,3453.0,2517,4386,68
Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,4,3889.0,2517,1718,37
Existing Customer,47,F,4,Post-Graduate,Unknown,$40K - $60K,Blue,6,2216.0,1800,4711,83
Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,4,11434.0,0,4520,83
Existing Customer,43,F,5,Graduate,Married,Unknown,Blue,5,3146.0,808,4149,66
Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,6,2790.0,2185,3392,86
Existing Customer,57,F,4,High School,Single,Unknown,Blue,3,4396.0,834,4826,88
Existing Customer,62,M,0,Uneducated,Single,$60K - $80K,Blue,5,14314.0,656,4355,70
Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,4,1889.0,0,2479,46
Existing Customer,39,F,1,High School,Single,Less than $40K,Blue,5,1862.0,726,5105,79
Existing Customer,53,M,0,High School,Married,$40K - $60K,Blue,5,2875.0,1671,4399,88
Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,4,1763.0,0,2813,43
Existing Customer,46,F,5,Graduate,Married,$40K - $60K,Blue,3,1438.3,883,4474,63
Existing Customer,39,M,1,Post-Graduate,Single,$40K - $60K,Blue,5,2623.0,2121,4078,70
Attrited Customer,58,F,2,High School,Married,Less than $40K,Blue,3,1944.0,0,2412,40
Attrited Customer,43,F,3,Uneducated,Married,$40K - $60K,Blue,6,1438.3,0,2116,38
Existing Customer,39,F,1,Graduate,Single,Unknown,Blue,3,2884.0,2517,4809,87
Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,3,2936.0,1297,4509,70
Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,5,5791.0,2517,2516,64
Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue,4,1438.3,682,4427,63
Existing Customer,55,F,4,Doctorate,Single,Less than $40K,Blue,3,1912.0,0,4666,98
Existing Customer,31,F,2,Unknown,Single,Unknown,Blue,5,3288.0,2495,4370,83
Attrited Customer,48,F,2,Unknown,Married,Unknown,Blue,6,4382.0,0,2446,34
Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,5,3595.0,1087,4534,71
Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,4,3159.0,0,2925,46
Existing Customer,36,F,3,Uneducated,Unknown,Unknown,Blue,5,5393.0,2509,4769,102
Existing Customer,37,M,2,Graduate,Unknown,$80K - $120K,Blue,3,12222.0,0,4215,63
Existing Customer,43,M,5,Graduate,Single,Less than $40K,Blue,3,1438.3,0,4459,65
Existing Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,3,3429.0,0,4591,85
Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,4,12618.0,1585,4768,82
Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,5,6049.0,796,4468,71
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,4,2533.0,0,5128,74
Existing Customer,52,F,1,Graduate,Single,Unknown,Blue,4,2411.0,1379,4812,79
Existing Customer,41,M,4,College,Divorced,$60K - $80K,Blue,5,2001.0,0,4455,82
Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,4,2042.0,1359,4917,73
Attrited Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,3,2527.0,1030,2767,43
Existing Customer,49,M,1,Unknown,Married,Less than $40K,Blue,5,1438.3,0,4109,71
Existing Customer,46,F,4,Post-Graduate,Married,Unknown,Blue,6,13816.0,955,4238,73
Existing Customer,38,F,1,Post-Graduate,Single,Less than $40K,Blue,4,2256.0,0,4587,92
